State,Measures,Year,Values
Missouri,Highway Fatalities,2014,766
Missouri,Highway use of gasoline (thousand gallons),2014,3126234
Missouri,Highway vehicle-miles traveled (millions),2014,70909.03657
Missouri,Vehicles,2014,5332900
Missouri,Licensed drivers,2014,4295224
Montana,Transit Ridership,2021,2151363
Montana,Highway use of gasoline (thousand gallons),2021,505462
Montana,Highway vehicle-miles traveled (millions),2021,13481.66866
Montana,Vehicles,2021,2140014
Montana,Licensed drivers,2021,856696
Montana,Transit Ridership,2020,3345342
Montana,Highway Fatalities,2020,213
Montana,Highway use of gasoline (thousand gallons),2020,452601
Montana,Highway vehicle-miles traveled (millions),2020,12104.09134
Montana,Vehicles,2020,1952553
Montana,Licensed drivers,2020,826754
Montana,Transit Ridership,2022,2540665
Montana,Highway use of gasoline (thousand gallons),2022,491008
Montana,Highway vehicle-miles traveled (millions),2022,13513.7801
Montana,Vehicles,2022,2249485
Montana,Licensed drivers,2022,870882
Montana,Transit Ridership,2018,4255648
Montana,Highway Fatalities,2018,181
Montana,Highway use of gasoline (thousand gallons),2018,480769
Montana,Highway vehicle-miles traveled (millions),2018,12699.63599
Montana,Vehicles,2018,1845338
Montana,Licensed drivers,2018,806204
Montana,Transit Ridership,2019,4239856
Montana,Highway Fatalities,2019,184
Montana,Highway use of gasoline (thousand gallons),2019,485015
Montana,Highway vehicle-miles traveled (millions),2019,12891.94753
Montana,Vehicles,2019,1900805.765
Montana,Licensed drivers,2019,811851
Montana,Person miles (millions),2017,30914
Montana,Person trips (millions),2017,2592
Montana,Persons traveling (thousands),2017,2218
Montana,Transit Ridership,2017,4377623
Montana,Highway Fatalities,2017,186
Montana,Highway use of gasoline (thousand gallons),2017,490292
Montana,Highway vehicle-miles traveled (millions),2017,12644.67236
Montana,Vehicles,2017,1863918
Montana,Licensed drivers,2017,807259
Montana,Transit Ridership,2010,3632368
Montana,Highway Fatalities,2010,189
Montana,Highway use of gasoline (thousand gallons),2010,480645
Montana,Highway vehicle-miles traveled (millions),2010,11189.80595
Montana,Vehicles,2010,925854
Montana,Licensed drivers,2010,743611
Montana,Transit Ridership,2011,4017925
Montana,Highway Fatalities,2011,209
Montana,Highway use of gasoline (thousand gallons),2011,477530
Montana,Highway vehicle-miles traveled (millions),2011,11659.59807
Montana,Vehicles,2011,1219160
Montana,Licensed drivers,2011,752483
Montana,Transit Ridership,2016,4520959
Montana,Highway Fatalities,2016,190
Montana,Highway use of gasoline (thousand gallons),2016,491288
Montana,Highway vehicle-miles traveled (millions),2016,12599
Montana,Vehicles,2016,1794732
Montana,Licensed drivers,2016,797145
Montana,Transit Ridership,2012,3901550
Montana,Highway Fatalities,2012,205
Montana,Highway use of gasoline (thousand gallons),2012,487822
Montana,Highway vehicle-miles traveled (millions),2012,11885.12375
Montana,Vehicles,2012,1488610
Montana,Licensed drivers,2012,757812
Montana,Transit Ridership,2015,4060814
Montana,Highway Fatalities,2015,224
Montana,Highway use of gasoline (thousand gallons),2015,483132
Montana,Highway vehicle-miles traveled (millions),2015,12345.07126
Montana,Vehicles,2015,1645227
Montana,Licensed drivers,2015,781427
Montana,Transit Ridership,2013,3818723
Montana,Highway Fatalities,2013,229
Montana,Highway use of gasoline (thousand gallons),2013,492003
Montana,Highway vehicle-miles traveled (millions),2013,12032.72721
Montana,Vehicles,2013,1539930
Montana,Licensed drivers,2013,766716
Montana,Transit Ridership,2014,4079171
Montana,Highway Fatalities,2014,192
Montana,Highway use of gasoline (thousand gallons),2014,511567
Montana,Highway vehicle-miles traveled (millions),2014,12157.12895
Montana,Vehicles,2014,1585830
Montana,Licensed drivers,2014,768703
Nebraska,Transit Ridership,2021,4522021
Nebraska,Highway use of gasoline (thousand gallons),2021,852286
Nebraska,Highway vehicle-miles traveled (millions),2021,21209.66629
Nebraska,Vehicles,2021,1933528
Nebraska,Licensed drivers,2021,1438842
Nebraska,Transit Ridership,2020,4807707
Nebraska,Highway Fatalities,2020,233
Nebraska,Highway use of gasoline (thousand gallons),2020,789410
Nebraska,Highway vehicle-miles traveled (millions),2020,19431.86472
Nebraska,Vehicles,2020,1935357
Nebraska,Licensed drivers,2020,1438821
Nebraska,Transit Ridership,2022,5741783
Nebraska,Highway use of gasoline (thousand gallons),2022,837746
Nebraska,Highway vehicle-miles traveled (millions),2022,21270.32889
Nebraska,Vehicles,2022,1967125
Nebraska,Licensed drivers,2022,1449818
Nebraska,Transit Ridership,2018,6720437
Nebraska,Highway Fatalities,2018,230
Nebraska,Highway use of gasoline (thousand gallons),2018,852503
Nebraska,Highway vehicle-miles traveled (millions),2018,20974.73509
Nebraska,Vehicles,2018,1961309
Nebraska,Licensed drivers,2018,1420317
Nebraska,Transit Ridership,2019,6553166
Nebraska,Highway Fatalities,2019,248
Nebraska,Highway use of gasoline (thousand gallons),2019,863333
Nebraska,Highway vehicle-miles traveled (millions),2019,21241.79216
Nebraska,Vehicles,2019,1968478.877
Nebraska,Licensed drivers,2019,1430818
Nebraska,Person miles (millions),2017,36694
Nebraska,Person trips (millions),2017,4422
Nebraska,Persons traveling (thousands),2017,3478
Nebraska,Transit Ridership,2017,6863048
Nebraska,Highway Fatalities,2017,228
Nebraska,Highway use of gasoline (thousand gallons),2017,846622.2864
Nebraska,Highway vehicle-miles traveled (millions),2017,21002.01479
Nebraska,Vehicles,2017,1965105
Nebraska,Licensed drivers,2017,1404479
Nebraska,Transit Ridership,2010,6848296
Nebraska,Highway Fatalities,2010,190
Nebraska,Highway use of gasoline (thousand gallons),2010,819892
Nebraska,Highway vehicle-miles traveled (millions),2010,19437.95166
Nebraska,Vehicles,2010,1802500
Nebraska,Licensed drivers,2010,1351516
Nebraska,Transit Ridership,2011,6753847
Nebraska,Highway Fatalities,2011,181
Nebraska,Highway use of gasoline (thousand gallons),2011,797328
Nebraska,Highway vehicle-miles traveled (millions),2011,19093.31857
Nebraska,Vehicles,2011,1886960
Nebraska,Licensed drivers,2011,1356377
Nebraska,Transit Ridership,2016,6799919
Nebraska,Highway Fatalities,2016,218
Nebraska,Highway use of gasoline (thousand gallons),2016,849515
Nebraska,Highway vehicle-miles traveled (millions),2016,20700
Nebraska,Vehicles,2016,1951766
Nebraska,Licensed drivers,2016,1404479
Nebraska,Transit Ridership,2012,7178903
Nebraska,Highway Fatalities,2012,212
Nebraska,Highway use of gasoline (thousand gallons),2012,806781
Nebraska,Highway vehicle-miles traveled (millions),2012,19276.55085
Nebraska,Vehicles,2012,1888480
Nebraska,Licensed drivers,2012,1363596
Nebraska,Transit Ridership,2015,7059700
Nebraska,Highway Fatalities,2015,246
Nebraska,Highway use of gasoline (thousand gallons),2015,822527
Nebraska,Highway vehicle-miles traveled (millions),2015,20100.95861
Nebraska,Vehicles,2015,1981296
Nebraska,Licensed drivers,2015,1394301
Nebraska,Transit Ridership,2013,7304396
Nebraska,Highway Fatalities,2013,211
Nebraska,Highway use of gasoline (thousand gallons),2013,820593
Nebraska,Highway vehicle-miles traveled (millions),2013,19321.5614
Nebraska,Vehicles,2013,1891250
Nebraska,Licensed drivers,2013,1374529
Nebraska,Transit Ridership,2014,7396701
Nebraska,Highway Fatalities,2014,225
Nebraska,Highway use of gasoline (thousand gallons),2014,878773
Nebraska,Highway vehicle-miles traveled (millions),2014,19612.58157
Nebraska,Vehicles,2014,1947630
Nebraska,Licensed drivers,2014,1383693
Nevada,Transit Ridership,2021,40910433
Nevada,Highway use of gasoline (thousand gallons),2021,1122654
Nevada,Highway vehicle-miles traveled (millions),2021,27076.608
Nevada,Vehicles,2021,2676143
Nevada,Licensed drivers,2021,2150707
Nevada,Transit Ridership,2020,65237824
Nevada,Highway Fatalities,2020,317
Nevada,Highway use of gasoline (thousand gallons),2020,984968
Nevada,Highway vehicle-miles traveled (millions),2020,25231.34636
Nevada,Vehicles,2020,2549357
Nevada,Licensed drivers,2020,2056394
Nevada,Transit Ridership,2022,47424736
Nevada,Highway use of gasoline (thousand gallons),2022,1141818
Nevada,Highway vehicle-miles traveled (millions),2022,27647.35686
Nevada,Vehicles,2022,2672391
Nevada,Licensed drivers,2022,2210689
Nevada,Transit Ridership,2018,75219889
Nevada,Highway Fatalities,2018,329
Nevada,Highway use of gasoline (thousand gallons),2018,1155595
Nevada,Highway vehicle-miles traveled (millions),2018,28319.01217
Nevada,Vehicles,2018,2514338
Nevada,Licensed drivers,2018,1983453
Nevada,Transit Ridership,2019,74760207
Nevada,Highway Fatalities,2019,304
Nevada,Highway use of gasoline (thousand gallons),2019,1157367
Nevada,Highway vehicle-miles traveled (millions),2019,28793.73743
Nevada,Vehicles,2019,2546583.257
Nevada,Licensed drivers,2019,2054421
Nevada,Person miles (millions),2017,41746
Nevada,Person trips (millions),2017,5428
Nevada,Persons traveling (thousands),2017,4480
Nevada,Transit Ridership,2017,79975872
Nevada,Highway Fatalities,2017,311
Nevada,Highway use of gasoline (thousand gallons),2017,1131419.192
Nevada,Highway vehicle-miles traveled (millions),2017,27587.00971
Nevada,Vehicles,2017,2455442
Nevada,Licensed drivers,2017,1918305
Nevada,Transit Ridership,2010,66295936
Nevada,Highway Fatalities,2010,257
Nevada,Highway use of gasoline (thousand gallons),2010,1072826
Nevada,Highway vehicle-miles traveled (millions),2010,22201.41949
Nevada,Vehicles,2010,1361670
Nevada,Licensed drivers,2010,1691318
Nevada,Transit Ridership,2011,65707594
Nevada,Highway Fatalities,2011,246
Nevada,Highway use of gasoline (thousand gallons),2011,1062129
Nevada,Highway vehicle-miles traveled (millions),2011,24189.31581
Nevada,Vehicles,2011,2152410
Nevada,Licensed drivers,2011,1700829
Nevada,Transit Ridership,2016,82093909
Nevada,Highway Fatalities,2016,329
Nevada,Highway use of gasoline (thousand gallons),2016,1100905
Nevada,Highway vehicle-miles traveled (millions),2016,26788
Nevada,Vehicles,2016,2398659
Nevada,Licensed drivers,2016,1872376
Nevada,Transit Ridership,2012,74783274
Nevada,Highway Fatalities,2012,261
Nevada,Highway use of gasoline (thousand gallons),2012,1064148
Nevada,Highway vehicle-miles traveled (millions),2012,24148.28844
Nevada,Vehicles,2012,2130330
Nevada,Licensed drivers,2012,1728060
Nevada,Transit Ridership,2015,81997587
Nevada,Highway Fatalities,2015,326
Nevada,Highway use of gasoline (thousand gallons),2015,1068058
Nevada,Highway vehicle-miles traveled (millions),2015,25925.4421
Nevada,Vehicles,2015,2316056
Nevada,Licensed drivers,2015,1835511
Nevada,Transit Ridership,2013,75869293
Nevada,Highway Fatalities,2013,266
Nevada,Highway use of gasoline (thousand gallons),2013,1075716
Nevada,Highway vehicle-miles traveled (millions),2013,24649.41667
Nevada,Vehicles,2013,2203100
Nevada,Licensed drivers,2013,1756095
Nevada,Transit Ridership,2014,75783442
Nevada,Highway Fatalities,2014,291
Nevada,Highway use of gasoline (thousand gallons),2014,1103239
Nevada,Highway vehicle-miles traveled (millions),2014,25301.90126
Nevada,Vehicles,2014,2240500
Nevada,Licensed drivers,2014,1796443
New Hampshire,Transit Ridership,2021,1495651
New Hampshire,Highway use of gasoline (thousand gallons),2021,618597
New Hampshire,Highway vehicle-miles traveled (millions),2021,13129.80771
New Hampshire,Vehicles,2021,1417949
New Hampshire,Licensed drivers,2021,1174826
New Hampshire,Transit Ridership,2020,2153924
New Hampshire,Highway Fatalities,2020,104
New Hampshire,Highway use of gasoline (thousand gallons),2020,568811
New Hampshire,Highway vehicle-miles traveled (millions),2020,11956.25576
New Hampshire,Vehicles,2020,1357535
New Hampshire,Licensed drivers,2020,1060381
New Hampshire,Transit Ridership,2022,2174853
New Hampshire,Highway use of gasoline (thousand gallons),2022,622802
New Hampshire,Highway vehicle-miles traveled (millions),2022,13280.56343
New Hampshire,Vehicles,2022,1437151
New Hampshire,Licensed drivers,2022,1174826
New Hampshire,Transit Ridership,2018,4002844
New Hampshire,Highway Fatalities,2018,147
New Hampshire,Highway use of gasoline (thousand gallons),2018,671676
New Hampshire,Highway vehicle-miles traveled (millions),2018,13776.47306
New Hampshire,Vehicles,2018,1346318
New Hampshire,Licensed drivers,2018,1161665
New Hampshire,Transit Ridership,2019,4035358
New Hampshire,Highway Fatalities,2019,101
New Hampshire,Highway use of gasoline (thousand gallons),2019,677217
New Hampshire,Highway vehicle-miles traveled (millions),2019,13828.12148
New Hampshire,Vehicles,2019,1363379.257
New Hampshire,Licensed drivers,2019,1195211
New Hampshire,Person miles (millions),2017,35184
New Hampshire,Person trips (millions),2017,3592
New Hampshire,Persons traveling (thousands),2017,2838
New Hampshire,Transit Ridership,2017,4211578
New Hampshire,Highway Fatalities,2017,102
New Hampshire,Highway use of gasoline (thousand gallons),2017,665381
New Hampshire,Highway vehicle-miles traveled (millions),2017,13681.37663
New Hampshire,Vehicles,2017,1319117
New Hampshire,Licensed drivers,2017,1103624
New Hampshire,Transit Ridership,2010,2730679
New Hampshire,Highway Fatalities,2010,128
New Hampshire,Highway use of gasoline (thousand gallons),2010,698888
New Hampshire,Highway vehicle-miles traveled (millions),2010,13065.22025
New Hampshire,Vehicles,2010,1202970
New Hampshire,Licensed drivers,2010,1037083
New Hampshire,Transit Ridership,2011,3445094
New Hampshire,Highway Fatalities,2011,90
New Hampshire,Highway use of gasoline (thousand gallons),2011,685817
New Hampshire,Highway vehicle-miles traveled (millions),2011,12719.52976
New Hampshire,Vehicles,2011,1278480
New Hampshire,Licensed drivers,2011,1056889
New Hampshire,Transit Ridership,2016,4369710
New Hampshire,Highway Fatalities,2016,136
New Hampshire,Highway use of gasoline (thousand gallons),2016,660553
New Hampshire,Highway vehicle-miles traveled (millions),2016,13513
New Hampshire,Vehicles,2016,1322682
New Hampshire,Licensed drivers,2016,1096234
New Hampshire,Transit Ridership,2012,3456131
New Hampshire,Highway Fatalities,2012,108
New Hampshire,Highway use of gasoline (thousand gallons),2012,681830
New Hampshire,Highway vehicle-miles traveled (millions),2012,12893.65174
New Hampshire,Vehicles,2012,1302440
New Hampshire,Licensed drivers,2012,1064604
New Hampshire,Transit Ridership,2015,4387095
New Hampshire,Highway Fatalities,2015,114
New Hampshire,Highway use of gasoline (thousand gallons),2015,656859
New Hampshire,Highway vehicle-miles traveled (millions),2015,13093.74176
New Hampshire,Vehicles,2015,1296137
New Hampshire,Licensed drivers,2015,1074766
New Hampshire,Transit Ridership,2013,4117197
New Hampshire,Highway Fatalities,2013,135
New Hampshire,Highway use of gasoline (thousand gallons),2013,684861
New Hampshire,Highway vehicle-miles traveled (millions),2013,12902.81476
New Hampshire,Vehicles,2013,1408940
New Hampshire,Licensed drivers,2013,1061433
New Hampshire,Transit Ridership,2014,4258001
New Hampshire,Highway Fatalities,2014,95
New Hampshire,Highway use of gasoline (thousand gallons),2014,701066
New Hampshire,Highway vehicle-miles traveled (millions),2014,12970.40852
New Hampshire,Vehicles,2014,1310190
New Hampshire,Licensed drivers,2014,1071963
New Jersey,Transit Ridership,2021,158894065
New Jersey,Highway use of gasoline (thousand gallons),2021,3339170
New Jersey,Highway vehicle-miles traveled (millions),2021,73672.75741
New Jersey,Vehicles,2021,6249905
New Jersey,Licensed drivers,2021,6461950
New Jersey,Transit Ridership,2020,253379611
New Jersey,Highway Fatalities,2020,584
New Jersey,Highway use of gasoline (thousand gallons),2020,2971094
New Jersey,Highway vehicle-miles traveled (millions),2020,66341.14996
New Jersey,Vehicles,2020,6006247
New Jersey,Licensed drivers,2020,6230912
New Jersey,Transit Ridership,2022,183056703
New Jersey,Highway use of gasoline (thousand gallons),2022,3290829
New Jersey,Highway vehicle-miles traveled (millions),2022,75287.57049
New Jersey,Vehicles,2022,5999667
New Jersey,Licensed drivers,2022,6633936
New Jersey,Transit Ridership,2018,405543294
New Jersey,Highway Fatalities,2018,563
New Jersey,Highway use of gasoline (thousand gallons),2018,3762582
New Jersey,Highway vehicle-miles traveled (millions),2018,77538.91117
New Jersey,Vehicles,2018,6055389
New Jersey,Licensed drivers,2018,6342876
New Jersey,Transit Ridership,2019,407027000
New Jersey,Highway Fatalities,2019,558
New Jersey,Highway use of gasoline (thousand gallons),2019,3770732
New Jersey,Highway vehicle-miles traveled (millions),2019,78205.2972
New Jersey,Vehicles,2019,6033014.586
New Jersey,Licensed drivers,2019,6377413
New Jersey,Person miles (millions),2017,276452
New Jersey,Person trips (millions),2017,22578
New Jersey,Persons traveling (thousands),2017,17908
New Jersey,Transit Ridership,2017,414609455
New Jersey,Highway Fatalities,2017,624
New Jersey,Highway use of gasoline (thousand gallons),2017,3854317
New Jersey,Highway vehicle-miles traveled (millions),2017,77508.60231
New Jersey,Vehicles,2017,6057711
New Jersey,Licensed drivers,2017,6301363
New Jersey,Transit Ridership,2010,408060207
New Jersey,Highway Fatalities,2010,556
New Jersey,Highway use of gasoline (thousand gallons),2010,4101585
New Jersey,Highway vehicle-miles traveled (millions),2010,73027.65919
New Jersey,Vehicles,2010,6628080
New Jersey,Licensed drivers,2010,5952583
New Jersey,Transit Ridership,2011,402388928
New Jersey,Highway Fatalities,2011,627
New Jersey,Highway use of gasoline (thousand gallons),2011,4060488
New Jersey,Highway vehicle-miles traveled (millions),2011,73093.7711
New Jersey,Vehicles,2011,7939960
New Jersey,Licensed drivers,2011,5977458
New Jersey,Transit Ridership,2016,418795432
New Jersey,Highway Fatalities,2016,602
New Jersey,Highway use of gasoline (thousand gallons),2016,4049271
New Jersey,Highway vehicle-miles traveled (millions),2016,77093
New Jersey,Vehicles,2016,5940997
New Jersey,Licensed drivers,2016,6238436
New Jersey,Transit Ridership,2012,403524856
New Jersey,Highway Fatalities,2012,589
New Jersey,Highway use of gasoline (thousand gallons),2012,3981558
New Jersey,Highway vehicle-miles traveled (millions),2012,74225.3757
New Jersey,Vehicles,2012,7911470
New Jersey,Licensed drivers,2012,6039623
New Jersey,Transit Ridership,2015,416348591
New Jersey,Highway Fatalities,2015,561
New Jersey,Highway use of gasoline (thousand gallons),2015,3928510
New Jersey,Highway vehicle-miles traveled (millions),2015,75393.41931
New Jersey,Vehicles,2015,5938585
New Jersey,Licensed drivers,2015,6179318
New Jersey,Transit Ridership,2013,391763171
New Jersey,Highway Fatalities,2013,542
New Jersey,Highway use of gasoline (thousand gallons),2013,3883240
New Jersey,Highway vehicle-miles traveled (millions),2013,74529.79194
New Jersey,Vehicles,2013,7061340
New Jersey,Licensed drivers,2013,6081386
New Jersey,Transit Ridership,2014,409224488
New Jersey,Highway Fatalities,2014,556
New Jersey,Highway use of gasoline (thousand gallons),2014,4082825
New Jersey,Highway vehicle-miles traveled (millions),2014,74856.38516
New Jersey,Vehicles,2014,6874100
New Jersey,Licensed drivers,2014,6152634
New Mexico,Transit Ridership,2021,5448325
New Mexico,Highway use of gasoline (thousand gallons),2021,976561
New Mexico,Highway vehicle-miles traveled (millions),2021,26823.40324
New Mexico,Vehicles,2021,1862673
New Mexico,Licensed drivers,2021,1477213
New Mexico,Transit Ridership,2020,10147586
New Mexico,Highway Fatalities,2020,398
New Mexico,Highway use of gasoline (thousand gallons),2020,856035
New Mexico,Highway vehicle-miles traveled (millions),2020,23756.4356
New Mexico,Vehicles,2020,1783151
New Mexico,Licensed drivers,2020,1473219
New Mexico,Transit Ridership,2022,7436552
New Mexico,Highway use of gasoline (thousand gallons),2022,906266
New Mexico,Highway vehicle-miles traveled (millions),2022,26831.44829
New Mexico,Vehicles,2022,1870380
New Mexico,Licensed drivers,2022,1508575
New Mexico,Transit Ridership,2018,14170407
New Mexico,Highway Fatalities,2018,392
New Mexico,Highway use of gasoline (thousand gallons),2018,951802
New Mexico,Highway vehicle-miles traveled (millions),2018,27288.30697
New Mexico,Vehicles,2018,1824217
New Mexico,Licensed drivers,2018,1458433
New Mexico,Transit Ridership,2019,13646380
New Mexico,Highway Fatalities,2019,425
New Mexico,Highway use of gasoline (thousand gallons),2019,959431
New Mexico,Highway vehicle-miles traveled (millions),2019,27772.07505
New Mexico,Vehicles,2019,1825421.381
New Mexico,Licensed drivers,2019,1449711
New Mexico,Person miles (millions),2017,47032
New Mexico,Person trips (millions),2017,5330
New Mexico,Persons traveling (thousands),2017,3674
New Mexico,Transit Ridership,2017,14799888
New Mexico,Highway Fatalities,2017,380
New Mexico,Highway use of gasoline (thousand gallons),2017,962755
New Mexico,Highway vehicle-miles traveled (millions),2017,29680.1674
New Mexico,Vehicles,2017,1740002
New Mexico,Licensed drivers,2017,1473262
New Mexico,Transit Ridership,2010,15972081
New Mexico,Highway Fatalities,2010,349
New Mexico,Highway use of gasoline (thousand gallons),2010,889353
New Mexico,Highway vehicle-miles traveled (millions),2010,25273.67897
New Mexico,Vehicles,2010,1612490
New Mexico,Licensed drivers,2010,1405926
New Mexico,Transit Ridership,2011,16669495
New Mexico,Highway Fatalities,2011,350
New Mexico,Highway use of gasoline (thousand gallons),2011,929744
New Mexico,Highway vehicle-miles traveled (millions),2011,25650.16525
New Mexico,Vehicles,2011,1772040
New Mexico,Licensed drivers,2011,1418641
New Mexico,Transit Ridership,2016,16246992
New Mexico,Highway Fatalities,2016,405
New Mexico,Highway use of gasoline (thousand gallons),2016,904361
New Mexico,Highway vehicle-miles traveled (millions),2016,27886
New Mexico,Vehicles,2016,1823961
New Mexico,Licensed drivers,2016,1521785
New Mexico,Transit Ridership,2012,18019613
New Mexico,Highway Fatalities,2012,366
New Mexico,Highway use of gasoline (thousand gallons),2012,939644
New Mexico,Highway vehicle-miles traveled (millions),2012,25561.64959
New Mexico,Vehicles,2012,1805790
New Mexico,Licensed drivers,2012,1430475
New Mexico,Transit Ridership,2015,17540050
New Mexico,Highway Fatalities,2015,298
New Mexico,Highway use of gasoline (thousand gallons),2015,913565
New Mexico,Highway vehicle-miles traveled (millions),2015,27435.41838
New Mexico,Vehicles,2015,1823445
New Mexico,Licensed drivers,2015,1467782
New Mexico,Transit Ridership,2013,18137005
New Mexico,Highway Fatalities,2013,311
New Mexico,Highway use of gasoline (thousand gallons),2013,919011
New Mexico,Highway vehicle-miles traveled (millions),2013,25086.11077
New Mexico,Vehicles,2013,1882470
New Mexico,Licensed drivers,2013,1456500
New Mexico,Transit Ridership,2014,18221660
New Mexico,Highway Fatalities,2014,386
New Mexico,Highway use of gasoline (thousand gallons),2014,959858
New Mexico,Highway vehicle-miles traveled (millions),2014,25347.19786
New Mexico,Vehicles,2014,1930710
New Mexico,Licensed drivers,2014,1444857
New York,Transit Ridership,2021,1981902349
New York,Highway use of gasoline (thousand gallons),2021,4927046
New York,Highway vehicle-miles traveled (millions),2021,106869.759
New York,Vehicles,2021,9408796
New York,Licensed drivers,2021,11879057
New York,Transit Ridership,2020,1815741374
New York,Highway Fatalities,2020,1046
New York,Highway use of gasoline (thousand gallons),2020,4426844
New York,Highway vehicle-miles traveled (millions),2020,102476.8745
New York,Vehicles,2020,11324755
New York,Licensed drivers,2020,12194360
New York,Transit Ridership,2022,2669441550
New York,Highway use of gasoline (thousand gallons),2022,4762162
New York,Highway vehicle-miles traveled (millions),2022,115382.3147
New York,Vehicles,2022,9111362.178
New York,Licensed drivers,2022,12084675
New York,Transit Ridership,2018,3883479074
New York,Highway Fatalities,2018,964
New York,Highway use of gasoline (thousand gallons),2018,5444276
New York,Highway vehicle-miles traveled (millions),2018,123510.3986
New York,Vehicles,2018,11482229
New York,Licensed drivers,2018,12194360
New York,Transit Ridership,2019,3970913654
New York,Highway Fatalities,2019,934
New York,Highway use of gasoline (thousand gallons),2019,5401064
New York,Highway vehicle-miles traveled (millions),2019,123986.1543
New York,Vehicles,2019,11389158.45
New York,Licensed drivers,2019,12194360
New York,Person miles (millions),2017,416126
New York,Person trips (millions),2017,44898
New York,Persons traveling (thousands),2017,37366
New York,Transit Ridership,2017,3938103542
New York,Highway Fatalities,2017,1006
New York,Highway use of gasoline (thousand gallons),2017,5388111
New York,Highway vehicle-miles traveled (millions),2017,123731.84
New York,Vehicles,2017,10857455
New York,Licensed drivers,2017,12185313
New York,Transit Ridership,2010,3769477013
New York,Highway Fatalities,2010,1201
New York,Highway use of gasoline (thousand gallons),2010,5619055
New York,Highway vehicle-miles traveled (millions),2010,131252.0615
New York,Vehicles,2010,10255100
New York,Licensed drivers,2010,11285830
New York,Transit Ridership,2011,3793235219
New York,Highway Fatalities,2011,1171
New York,Highway use of gasoline (thousand gallons),2011,5389479
New York,Highway vehicle-miles traveled (millions),2011,127725.6673
New York,Vehicles,2011,10430560
New York,Licensed drivers,2011,11210783
New York,Transit Ridership,2016,3970378576
New York,Highway Fatalities,2016,1041
New York,Highway use of gasoline (thousand gallons),2016,5321827
New York,Highway vehicle-miles traveled (millions),2016,122930
New York,Vehicles,2016,11122392
New York,Licensed drivers,2016,11947568
New York,Transit Ridership,2012,3882702514
New York,Highway Fatalities,2012,1180
New York,Highway use of gasoline (thousand gallons),2012,5272365
New York,Highway vehicle-miles traveled (millions),2012,128220.5631
New York,Vehicles,2012,10448740
New York,Licensed drivers,2012,11248617
New York,Transit Ridership,2015,3946076471
New York,Highway Fatalities,2015,1136
New York,Highway use of gasoline (thousand gallons),2015,5090797
New York,Highway vehicle-miles traveled (millions),2015,127230.2144
New York,Vehicles,2015,10638765
New York,Licensed drivers,2015,11689839
New York,Transit Ridership,2013,3970250004
New York,Highway Fatalities,2013,1202
New York,Highway use of gasoline (thousand gallons),2013,5188623
New York,Highway vehicle-miles traveled (millions),2013,129736.7468
New York,Vehicles,2013,10674140
New York,Licensed drivers,2013,11210783
New York,Transit Ridership,2014,4044129241
New York,Highway Fatalities,2014,1041
New York,Highway use of gasoline (thousand gallons),2014,5510992
New York,Highway vehicle-miles traveled (millions),2014,129263.0117
New York,Vehicles,2014,10903620
New York,Licensed drivers,2014,11318198
North Carolina,Transit Ridership,2021,33976677
North Carolina,Highway use of gasoline (thousand gallons),2021,4576016
North Carolina,Highway vehicle-miles traveled (millions),2021,117734.4339
North Carolina,Vehicles,2021,8707506
North Carolina,Licensed drivers,2021,7765109
North Carolina,Transit Ridership,2020,58912363
North Carolina,Highway Fatalities,2020,1538
North Carolina,Highway use of gasoline (thousand gallons),2020,4121821
North Carolina,Highway vehicle-miles traveled (millions),2020,106342.3654
North Carolina,Vehicles,2020,8739280
North Carolina,Licensed drivers,2020,7637400
North Carolina,Transit Ridership,2022,46054671
North Carolina,Highway use of gasoline (thousand gallons),2022,4535028
North Carolina,Highway vehicle-miles traveled (millions),2022,119381.0382
North Carolina,Vehicles,2022,8995906
North Carolina,Licensed drivers,2022,7980262
North Carolina,Transit Ridership,2018,68765597
North Carolina,Highway Fatalities,2018,1436
North Carolina,Highway use of gasoline (thousand gallons),2018,4492129
North Carolina,Highway vehicle-miles traveled (millions),2018,121127.2486
North Carolina,Vehicles,2018,8210213
North Carolina,Licensed drivers,2018,7509231
North Carolina,Transit Ridership,2019,70402049
North Carolina,Highway Fatalities,2019,1457
North Carolina,Highway use of gasoline (thousand gallons),2019,4633090
North Carolina,Highway vehicle-miles traveled (millions),2019,122474.654
North Carolina,Vehicles,2019,8527387.905
North Carolina,Licensed drivers,2019,7620001
North Carolina,Person miles (millions),2017,251358
North Carolina,Person trips (millions),2017,23152
North Carolina,Persons traveling (thousands),2017,18898
North Carolina,Transit Ridership,2017,70550942
North Carolina,Highway Fatalities,2017,1412
North Carolina,Highway use of gasoline (thousand gallons),2017,4490206
North Carolina,Highway vehicle-miles traveled (millions),2017,119176.3686
North Carolina,Vehicles,2017,8070717
North Carolina,Licensed drivers,2017,7389467
North Carolina,Transit Ridership,2010,64407796
North Carolina,Highway Fatalities,2010,1320
North Carolina,Highway use of gasoline (thousand gallons),2010,4343660
North Carolina,Highway vehicle-miles traveled (millions),2010,102384.9676
North Carolina,Vehicles,2010,5742830
North Carolina,Licensed drivers,2010,6536601
North Carolina,Transit Ridership,2011,68533786
North Carolina,Highway Fatalities,2011,1230
North Carolina,Highway use of gasoline (thousand gallons),2011,4241869
North Carolina,Highway vehicle-miles traveled (millions),2011,103772.3593
