State,Measures,Year,Values
Vermont,Highway vehicle-miles traveled (millions),2022,7127.76271
Vermont,Vehicles,2022,625664
Vermont,Licensed drivers,2022,478421
Vermont,Transit Ridership,2018,5525190
Vermont,Highway Fatalities,2018,68
Vermont,Highway use of gasoline (thousand gallons),2018,268019
Vermont,Highway vehicle-miles traveled (millions),2018,7346.350178
Vermont,Vehicles,2018,619694
Vermont,Licensed drivers,2018,564892
Vermont,Transit Ridership,2019,5742083
Vermont,Highway Fatalities,2019,47
Vermont,Highway use of gasoline (thousand gallons),2019,288944
Vermont,Highway vehicle-miles traveled (millions),2019,7345.626922
Vermont,Vehicles,2019,620428.2162
Vermont,Licensed drivers,2019,564894
Vermont,Person miles (millions),2017,16460
Vermont,Person trips (millions),2017,1840
Vermont,Persons traveling (thousands),2017,1480
Vermont,Transit Ridership,2017,5562899
Vermont,Highway Fatalities,2017,69
Vermont,Highway use of gasoline (thousand gallons),2017,292359
Vermont,Highway vehicle-miles traveled (millions),2017,7424.419886
Vermont,Vehicles,2017,621608
Vermont,Licensed drivers,2017,560247
Vermont,Transit Ridership,2010,4733078
Vermont,Highway Fatalities,2010,71
Vermont,Highway use of gasoline (thousand gallons),2010,321269
Vermont,Highway vehicle-miles traveled (millions),2010,7247.55584
Vermont,Vehicles,2010,566650
Vermont,Licensed drivers,2010,513481
Vermont,Transit Ridership,2011,5144795
Vermont,Highway Fatalities,2011,55
Vermont,Highway use of gasoline (thousand gallons),2011,313391
Vermont,Highway vehicle-miles traveled (millions),2011,7141.03908
Vermont,Vehicles,2011,605054
Vermont,Licensed drivers,2011,521666
Vermont,Transit Ridership,2016,5695049
Vermont,Highway Fatalities,2016,62
Vermont,Highway use of gasoline (thousand gallons),2016,293184
Vermont,Highway vehicle-miles traveled (millions),2016,7382
Vermont,Vehicles,2016,615950
Vermont,Licensed drivers,2016,553670
Vermont,Transit Ridership,2012,5323658
Vermont,Highway Fatalities,2012,77
Vermont,Highway use of gasoline (thousand gallons),2012,307001
Vermont,Highway vehicle-miles traveled (millions),2012,7215.657792
Vermont,Vehicles,2012,606941
Vermont,Licensed drivers,2012,529501
Vermont,Transit Ridership,2015,7281824
Vermont,Highway Fatalities,2015,57
Vermont,Highway use of gasoline (thousand gallons),2015,292200
Vermont,Highway vehicle-miles traveled (millions),2015,7313.841852
Vermont,Vehicles,2015,655347
Vermont,Licensed drivers,2015,548799
Vermont,Transit Ridership,2013,5718948
Vermont,Highway Fatalities,2013,69
Vermont,Highway use of gasoline (thousand gallons),2013,309327
Vermont,Highway vehicle-miles traveled (millions),2013,7115.877038
Vermont,Vehicles,2013,611789
Vermont,Licensed drivers,2013,543057
Vermont,Transit Ridership,2014,5731002
Vermont,Highway Fatalities,2014,44
Vermont,Highway use of gasoline (thousand gallons),2014,313443
Vermont,Highway vehicle-miles traveled (millions),2014,7059.200784
Vermont,Vehicles,2014,612437
Vermont,Licensed drivers,2014,545312
Virginia,Transit Ridership,2021,30968394
Virginia,Highway use of gasoline (thousand gallons),2021,3819824
Virginia,Highway vehicle-miles traveled (millions),2021,80102.4661
Virginia,Vehicles,2021,7652036
Virginia,Licensed drivers,2021,5912644
Virginia,Transit Ridership,2020,53515630
Virginia,Highway Fatalities,2020,850
Virginia,Highway use of gasoline (thousand gallons),2020,3497571
Virginia,Highway vehicle-miles traveled (millions),2020,76110.26923
Virginia,Vehicles,2020,7606452
Virginia,Licensed drivers,2020,5909716
Virginia,Transit Ridership,2022,42081690
Virginia,Highway use of gasoline (thousand gallons),2022,3606640
Virginia,Highway vehicle-miles traveled (millions),2022,82083.23304
Virginia,Vehicles,2022,7763287
Virginia,Licensed drivers,2022,5837147
Virginia,Transit Ridership,2018,66656676
Virginia,Highway Fatalities,2018,820
Virginia,Highway use of gasoline (thousand gallons),2018,3919440
Virginia,Highway vehicle-miles traveled (millions),2018,85336.10206
Virginia,Vehicles,2018,7604646
Virginia,Licensed drivers,2018,5929031
Virginia,Transit Ridership,2019,66863553
Virginia,Highway Fatalities,2019,831
Virginia,Highway use of gasoline (thousand gallons),2019,3919440
Virginia,Highway vehicle-miles traveled (millions),2019,85432.48415
Virginia,Vehicles,2019,7647692.483
Virginia,Licensed drivers,2019,5888196
Virginia,Person miles (millions),2017,249234
Virginia,Person trips (millions),2017,20766
Virginia,Persons traveling (thousands),2017,16688
Virginia,Transit Ridership,2017,69889907
Virginia,Highway Fatalities,2017,839
Virginia,Highway use of gasoline (thousand gallons),2017,3916215
Virginia,Highway vehicle-miles traveled (millions),2017,85262.94495
Virginia,Vehicles,2017,7514484
Virginia,Licensed drivers,2017,5926430
Virginia,Transit Ridership,2010,74826708
Virginia,Highway Fatalities,2010,740
Virginia,Highway use of gasoline (thousand gallons),2010,3966279
Virginia,Highway vehicle-miles traveled (millions),2010,82170.61428
Virginia,Vehicles,2010,6148790
Virginia,Licensed drivers,2010,5402347
Virginia,Transit Ridership,2011,76163207
Virginia,Highway Fatalities,2011,764
Virginia,Highway use of gasoline (thousand gallons),2011,3745606
Virginia,Highway vehicle-miles traveled (millions),2011,80973.99206
Virginia,Vehicles,2011,6998390
Virginia,Licensed drivers,2011,5467045
Virginia,Transit Ridership,2016,71453247
Virginia,Highway Fatalities,2016,760
Virginia,Highway use of gasoline (thousand gallons),2016,3895558
Virginia,Highway vehicle-miles traveled (millions),2016,84463
Virginia,Vehicles,2016,7301081
Virginia,Licensed drivers,2016,5912048
Virginia,Transit Ridership,2012,77606522
Virginia,Highway Fatalities,2012,776
Virginia,Highway use of gasoline (thousand gallons),2012,3863108
Virginia,Highway vehicle-miles traveled (millions),2012,80958.66779
Virginia,Vehicles,2012,7116790
Virginia,Licensed drivers,2012,5538480
Virginia,Transit Ridership,2015,74420024
Virginia,Highway Fatalities,2015,754
Virginia,Highway use of gasoline (thousand gallons),2015,3815962
Virginia,Highway vehicle-miles traveled (millions),2015,82624.52764
Virginia,Vehicles,2015,7238905
Virginia,Licensed drivers,2015,5820209
Virginia,Transit Ridership,2013,76277699
Virginia,Highway Fatalities,2013,740
Virginia,Highway use of gasoline (thousand gallons),2013,3821222
Virginia,Highway vehicle-miles traveled (millions),2013,80767.0057
Virginia,Vehicles,2013,7051020
Virginia,Licensed drivers,2013,5602765
Virginia,Transit Ridership,2014,74620353
Virginia,Highway Fatalities,2014,703
Virginia,Highway use of gasoline (thousand gallons),2014,3999288
Virginia,Highway vehicle-miles traveled (millions),2014,80984.63614
Virginia,Vehicles,2014,7160100
Virginia,Licensed drivers,2014,5769063
Washington,Transit Ridership,2021,119562755
Washington,Highway use of gasoline (thousand gallons),2021,2421264
Washington,Highway vehicle-miles traveled (millions),2021,57796.59611
Washington,Vehicles,2021,7966147
Washington,Licensed drivers,2021,5868509
Washington,Transit Ridership,2020,131170700
Washington,Highway Fatalities,2020,560
Washington,Highway use of gasoline (thousand gallons),2020,2187989
Washington,Highway vehicle-miles traveled (millions),2020,53658.2413
Washington,Vehicles,2020,7257401
Washington,Licensed drivers,2020,5812500
Washington,Transit Ridership,2022,158584182
Washington,Highway use of gasoline (thousand gallons),2022,2404488
Washington,Highway vehicle-miles traveled (millions),2022,58482.75528
Washington,Vehicles,2022,7835063
Washington,Licensed drivers,2022,5956048
Washington,Transit Ridership,2018,270222975
Washington,Highway Fatalities,2018,539
Washington,Highway use of gasoline (thousand gallons),2018,2765858
Washington,Highway vehicle-miles traveled (millions),2018,62366.65613
Washington,Vehicles,2018,7152413
Washington,Licensed drivers,2018,5909967
Washington,Transit Ridership,2019,268972395
Washington,Highway Fatalities,2019,538
Washington,Highway use of gasoline (thousand gallons),2019,2811430
Washington,Highway vehicle-miles traveled (millions),2019,62529.63832
Washington,Vehicles,2019,7377027.784
Washington,Licensed drivers,2019,5711136
Washington,Person miles (millions),2017,190326
Washington,Person trips (millions),2017,15762
Washington,Persons traveling (thousands),2017,12894
Washington,Transit Ridership,2017,267518921
Washington,Highway Fatalities,2017,563
Washington,Highway use of gasoline (thousand gallons),2017,2667910
Washington,Highway vehicle-miles traveled (millions),2017,61419.92486
Washington,Vehicles,2017,7256196
Washington,Licensed drivers,2017,5768281
Washington,Transit Ridership,2010,238096528
Washington,Highway Fatalities,2010,460
Washington,Highway use of gasoline (thousand gallons),2010,2591748
Washington,Highway vehicle-miles traveled (millions),2010,57190.44282
Washington,Vehicles,2010,4682790
Washington,Licensed drivers,2010,5106367
Washington,Transit Ridership,2011,243212463
Washington,Highway Fatalities,2011,454
Washington,Highway use of gasoline (thousand gallons),2011,2590788
Washington,Highway vehicle-miles traveled (millions),2011,56954.57284
Washington,Vehicles,2011,5880790
Washington,Licensed drivers,2011,5178789
Washington,Transit Ridership,2016,263486491
Washington,Highway Fatalities,2016,536
Washington,Highway use of gasoline (thousand gallons),2016,2673116
Washington,Highway vehicle-miles traveled (millions),2016,61018
Washington,Vehicles,2016,7047689
Washington,Licensed drivers,2016,5635715
Washington,Transit Ridership,2012,247612580
Washington,Highway Fatalities,2012,438
Washington,Highway use of gasoline (thousand gallons),2012,2585353
Washington,Highway vehicle-miles traveled (millions),2012,56762.00621
Washington,Vehicles,2012,5849950
Washington,Licensed drivers,2012,5227889
Washington,Transit Ridership,2015,256959948
Washington,Highway Fatalities,2015,551
Washington,Highway use of gasoline (thousand gallons),2015,2628062
Washington,Highway vehicle-miles traveled (millions),2015,59652.50424
Washington,Vehicles,2015,6725467
Washington,Licensed drivers,2015,5516134
Washington,Transit Ridership,2013,250758810
Washington,Highway Fatalities,2013,436
Washington,Highway use of gasoline (thousand gallons),2013,2624657
Washington,Highway vehicle-miles traveled (millions),2013,57211.21142
Washington,Vehicles,2013,6392840
Washington,Licensed drivers,2013,5301630
Washington,Transit Ridership,2014,256962678
Washington,Highway Fatalities,2014,462
Washington,Highway use of gasoline (thousand gallons),2014,2714080
Washington,Highway vehicle-miles traveled (millions),2014,58059.8
Washington,Vehicles,2014,6405480
Washington,Licensed drivers,2014,5401139
West Virginia,Transit Ridership,2021,3268893
West Virginia,Highway use of gasoline (thousand gallons),2021,766549
West Virginia,Highway vehicle-miles traveled (millions),2021,16079.27494
West Virginia,Vehicles,2021,1219024
West Virginia,Licensed drivers,2021,1138290
West Virginia,Transit Ridership,2020,6279008
West Virginia,Highway Fatalities,2020,267
West Virginia,Highway use of gasoline (thousand gallons),2020,665085
West Virginia,Highway vehicle-miles traveled (millions),2020,16054.14025
West Virginia,Vehicles,2020,1657362
West Virginia,Licensed drivers,2020,1101775.405
West Virginia,Transit Ridership,2022,5074064
West Virginia,Highway use of gasoline (thousand gallons),2022,723810
West Virginia,Highway vehicle-miles traveled (millions),2022,15312.40753
West Virginia,Vehicles,2022,1652896
West Virginia,Licensed drivers,2022,1148406
West Virginia,Transit Ridership,2018,7762619
West Virginia,Highway Fatalities,2018,294
West Virginia,Highway use of gasoline (thousand gallons),2018,791672
West Virginia,Highway vehicle-miles traveled (millions),2018,19447.32321
West Virginia,Vehicles,2018,1693719
West Virginia,Licensed drivers,2018,1136775
West Virginia,Transit Ridership,2019,7224417
West Virginia,Highway Fatalities,2019,260
West Virginia,Highway use of gasoline (thousand gallons),2019,791672
West Virginia,Highway vehicle-miles traveled (millions),2019,19076.55966
West Virginia,Vehicles,2019,1668113.223
West Virginia,Licensed drivers,2019,1130389.173
West Virginia,Person miles (millions),2017,36212
West Virginia,Person trips (millions),2017,4610
West Virginia,Persons traveling (thousands),2017,3934
West Virginia,Transit Ridership,2017,7944282
West Virginia,Highway Fatalities,2017,304
West Virginia,Highway use of gasoline (thousand gallons),2017,754615
West Virginia,Highway vehicle-miles traveled (millions),2017,19072.33545
West Virginia,Vehicles,2017,1691237
West Virginia,Licensed drivers,2017,1148786
West Virginia,Transit Ridership,2010,5885071
West Virginia,Highway Fatalities,2010,315
West Virginia,Highway use of gasoline (thousand gallons),2010,843909
West Virginia,Highway vehicle-miles traveled (millions),2010,19203.03357
West Virginia,Vehicles,2010,1435520
West Virginia,Licensed drivers,2010,1206026
West Virginia,Transit Ridership,2011,6305812
West Virginia,Highway Fatalities,2011,338
West Virginia,Highway use of gasoline (thousand gallons),2011,808962
West Virginia,Highway vehicle-miles traveled (millions),2011,18963.12603
West Virginia,Vehicles,2011,1458220
West Virginia,Licensed drivers,2011,1198837.194
West Virginia,Transit Ridership,2016,8337696
West Virginia,Highway Fatalities,2016,269
West Virginia,Highway use of gasoline (thousand gallons),2016,779194
West Virginia,Highway vehicle-miles traveled (millions),2016,19539
West Virginia,Vehicles,2016,1704825
West Virginia,Licensed drivers,2016,1159348
West Virginia,Transit Ridership,2012,9336357
West Virginia,Highway Fatalities,2012,339
West Virginia,Highway use of gasoline (thousand gallons),2012,795327
West Virginia,Highway vehicle-miles traveled (millions),2012,19225.78561
West Virginia,Vehicles,2012,1458800
West Virginia,Licensed drivers,2012,1241586
West Virginia,Transit Ridership,2015,9459928
West Virginia,Highway Fatalities,2015,268
West Virginia,Highway use of gasoline (thousand gallons),2015,811497
West Virginia,Highway vehicle-miles traveled (millions),2015,19826.64297
West Virginia,Vehicles,2015,1613345
West Virginia,Licensed drivers,2015,1167346.264
West Virginia,Transit Ridership,2013,9596882
West Virginia,Highway Fatalities,2013,332
West Virginia,Highway use of gasoline (thousand gallons),2013,774677
West Virginia,Highway vehicle-miles traveled (millions),2013,19232.34743
West Virginia,Vehicles,2013,1453400
West Virginia,Licensed drivers,2013,1177136
West Virginia,Transit Ridership,2014,9500462
West Virginia,Highway Fatalities,2014,272
West Virginia,Highway use of gasoline (thousand gallons),2014,823952
West Virginia,Highway vehicle-miles traveled (millions),2014,19117.49047
West Virginia,Vehicles,2014,1553190
West Virginia,Licensed drivers,2014,1171906.746
Wisconsin,Transit Ridership,2021,30041755
Wisconsin,Highway use of gasoline (thousand gallons),2021,2348786
Wisconsin,Highway vehicle-miles traveled (millions),2021,64983.27947
Wisconsin,Vehicles,2021,5769058
Wisconsin,Licensed drivers,2021,4340851
Wisconsin,Transit Ridership,2020,31914098
Wisconsin,Highway Fatalities,2020,614
Wisconsin,Highway use of gasoline (thousand gallons),2020,2153517
Wisconsin,Highway vehicle-miles traveled (millions),2020,57599.94105
Wisconsin,Vehicles,2020,5616271
Wisconsin,Licensed drivers,2020,4315892
Wisconsin,Transit Ridership,2022,37231069
Wisconsin,Highway use of gasoline (thousand gallons),2022,2376802
Wisconsin,Highway vehicle-miles traveled (millions),2022,66166.68089
Wisconsin,Vehicles,2022,5681673
Wisconsin,Licensed drivers,2022,4374582
Wisconsin,Transit Ridership,2018,59001765
Wisconsin,Highway Fatalities,2018,589
Wisconsin,Highway use of gasoline (thousand gallons),2018,2491234
Wisconsin,Highway vehicle-miles traveled (millions),2018,65885.43495
Wisconsin,Vehicles,2018,5683061
Wisconsin,Licensed drivers,2018,4288171
Wisconsin,Transit Ridership,2019,57281477
Wisconsin,Highway Fatalities,2019,567
Wisconsin,Highway use of gasoline (thousand gallons),2019,2461021
Wisconsin,Highway vehicle-miles traveled (millions),2019,66347.62385
Wisconsin,Vehicles,2019,5666399.811
Wisconsin,Licensed drivers,2019,4296646
Wisconsin,Person miles (millions),2017,147074
Wisconsin,Person trips (millions),2017,13634
Wisconsin,Persons traveling (thousands),2017,10850
Wisconsin,Transit Ridership,2017,62633670
Wisconsin,Highway Fatalities,2017,613
